smiles,pIC50
Cc1cc(Nc2cc3ncccc3c(N[C@H]3CC[C@@H]4C[C@H](C3)N4CCC#N)n2)n[nH]1,8.4
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,8.89
Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,6.85
Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)NCCCN(C)C,7.46
Cc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)ccc1C(=O)N(C)C,6.89
Cc1cc(Nc2ncc(C)c(-c3cnn(CCC#N)c3)n2)sn1,8.52
Cc1cc(Nc2ncc(C)c(N3CC(CC#N)(N4CCN(C)CC4)C3)n2)sn1,8.15
Cc1cc(Nc2ncc(Cl)c(-c3cnn(CCC#N)c3)n2)sn1,8.52
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)nn1C,8.3
Cc1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)CC4)n2)nn1C,8.3
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,5.43
Cc1cc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)ccn1,7.82
Cc1cc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)nc(C)n1,8.22
Cc1cc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)ncn1,8.3
Cc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cnc1C#N,8.4
Cc1cc(OC(F)(F)F)ccc1NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,6.92
Cc1cc(OC(F)(F)F)ccc1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.05
Cc1cc2cnc3[nH]ccc3c2n1[C@H]1CN(C(=O)CC#N)CC[C@H]1C,9.37
Cc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(N5CCOCC5)ccc4c3c2)cn1,7.0
Cc1ccc(-c2cc3c(NC4C5CC6CC4CC(O)(C6)C5)c(C(N)=O)cnn3c2)cc1,7.2
Cc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cc1,9.1
Cc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,8.7
Cc1ccc(-c2cc3cnc4[nH]ccc4c3n2-c2cnn(CCCC#N)c2)s1,6.6
Cc1ccc(-c2cc3nccnc3c(NCCCCN)n2)cc1,5.7
Cc1ccc(-c2cccc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)cc3C(N)=O)c2)cc1,7.07
Cc1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.43
Cc1ccc(C(=O)/C=C/C(=O)N2CCc3cc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)ccc3C2)cc1,7.22
Cc1ccc(C(=O)/C=C/C(=O)N2CCc3ccc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)cc3C2)cc1,7.62
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,7.49
Cc1ccc(C(=O)Nc2cccc3c(-c4nc(NC(=O)C5CC5)ncc4C)c[nH]c23)c(C)n1,7.37
Cc1ccc(C(=O)Nc2cccc3c(-c4nc(Nc5cnn(C)c5)ncc4C)c[nH]c23)c(C)n1,7.4
Cc1ccc(C)c(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,8.15
Cc1ccc(CC2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)CC2)nn1,7.64
Cc1ccc(CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C(=O)CC#N)o1,7.66
Cc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,7.96
Cc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1C,7.41
Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,8.17
Cc1ccc(CNC(=O)[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)o1,8.23
Cc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)o1,8.27
Cc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)s1,8.72
Cc1ccc(Cl)cc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.96
Cc1ccc(F)cc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,6.69
Cc1ccc(F)cc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.89
Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1,8.4
Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1F,8.3
Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,9.4
Cc1ccc(N2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)CC2)nc1,7.78
Cc1ccc(N2CCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)CC2)nc1C,8.19
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(S(C)(=O)=O)cc4)n3)C2)cc1,7.89
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c(C)c1,7.64
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,8.7
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1C,7.92
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1Cl,7.68
Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1F,8.1
Cc1ccc(NC(=O)N2C[C@H](N(C)c3ncnc4[nH]ccc34)C3(CC3)C2)cc1Cl,7.07
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(C(=O)NC4CC4)nc3)ncc2C1,7.62
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1=O,6.94
Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1,5.8
Cc1ccc(S(=O)(=O)N2CC[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,7.72
Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,6.91
Cc1cccc(-c2cc3c(N[C@@H]4CCC[C@]4(C)F)c(C(N)=O)cnn3c2)c1,8.89
Cc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,9.05
Cc1cccc(C)c1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.48
Cc1cccc(C)c1NS(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,9.0
Cc1cccc(C[C@H]2CCCN2S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)n1,8.44
Cc1cccc(Cl)c1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,8.3
Cc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1F,8.0
Cc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,8.3
Cc1cccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,8.4
Cc1cccc(Nc2cc(Nc3ccccc3Cl)c(C(N)=O)cn2)n1,7.3
Cc1cccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)n1,7.89
Cc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,5.67
Cc1cccc(S(=O)(=O)N2CC[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,7.54
Cc1cccc(S(=O)(=O)N2C[C@H](N(C)c3ncnc4[nH]ccc34)C3(CC3)C2)c1,7.92
Cc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,9.15
Cc1ccccc1-c1cccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)c1,6.9
Cc1ccccc1-c1nnn2cnc3[nH]ccc3c12,7.7
Cc1ccccc1-n1cc(-c2ccccc2)c2[nH]nc(N)c2c1=O,5.51
Cc1ccccc1-n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,6.89
Cc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.96
Cc1ccccc1Oc1cnc2[nH]cc(C(=O)NC(C)C)c2n1,5.29
Cc1ccnc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,9.0
Cc1ccncc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,8.89
Cc1ccncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,8.15
Cc1cnc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cn1,8.21
Cc1cnc(F)c(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,8.3
Cc1cnc(F)c(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)c1,9.4
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)C(C)(C)N3CCN(C)CC3)cccc12,5.77
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)CN(C)C)cccc12,5.66
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)CN3CCN(C)CC3)cccc12,6.34
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)CN3CCOCC3)cccc12,5.62
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,6.74
Cc1cnc(NC(=O)C2CC2)nc1-c1c[nH]c2c(NC(=O)[C@H](C)N3CCN(C)CC3)cccc12,5.96
Cc1cnc(NC2CCOCC2)nc1-c1cnn(CCC#N)c1,4.3
Cc1cnc(NCCN2CCOCC2)nc1-c1cnn(CCC#N)c1,4.3
Cc1cnc(Nc2cc(C(F)F)cc(N3C[C@@H]4C[C@H]3CN4C)c2)nc1Nc1cccc(CO)c1,7.8
Cc1cnc(Nc2cc(N3CCN(CCO)CC3)cc(S(C)(=O)=O)c2)nc1Nc1cccc(CO)c1,8.22
Cc1cnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)nc1Nc1cccc(CO)c1,8.4
Cc1cnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)nc1Nc1cccc(CO)c1,7.89
Cc1cnc(Nc2cc(N3C[C@@H](C)N[C@@H](C)C3)cc(S(C)(=O)=O)c2)nc1Nc1cccc(CO)c1,8.3
Cc1cnc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)cc(C(F)F)c2F)nc1Nc1cccc(CO)c1,7.26
Cc1cnc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)ccc2F)nc1Nc1cccc(CO)c1,6.93
Cc1cnc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)cnc2F)nc1N[C@H](C)C(C)C,7.59
Cc1cnc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)cnc2F)nc1Nc1cccc(CO)c1,7.4
Cc1cnc(Nc2cc(NC3CCN(c4ccc(C#N)cn4)CC3)c(C(N)=O)cn2)cn1,8.17
Cc1cnc(Nc2ccc(/C=C/C(=O)NO)cc2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,7.84
Cc1cnc(Nc2ccc(C(=O)NO)cc2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,7.47
Cc1cnc(Nc2ccc(C(=O)Nc3ccccc3N)cc2)nc1Nc1ccc(Cl)c(NS(=O)(=O)C(C)(C)C)c1,7.33
Cc1cnc(Nc2ccc(C(=O)Nc3ccccc3N)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,7.87
Cc1cnc(Nc2ccc(C(C)(C)C)cc2)nc1N1CCC2(CCNC2=O)CC1,6.96
Cc1cnc(Nc2ccc(C(F)(F)F)cc2)nc1N1CCC2(CCNC2=O)CC1,6.7
Cc1cnc(Nc2ccc(CNC(=O)/C=C/C(=O)c3ccccc3)cc2)nc1-c1cnn(C(C)C)c1,7.37
Cc1cnc(Nc2ccc(CNC(=O)C3CC3)cc2)nc1-c1cnn(C(C)C)c1,7.06
Cc1cnc(Nc2ccc(CNC(=O)CCl)cc2)nc1-c1cnn(C(C)C)c1,7.14
Cc1cnc(Nc2ccc(CNS(=O)(=O)C3CC3)cc2)nc1-c1cnn(C(C)C)c1,6.75
Cc1cnc(Nc2ccc(F)c(N)c2)nc1N1CCC2(CCNC2=O)CC1,8.0
Cc1cnc(Nc2ccc(F)cc2)nc1N1CCC2(CCNC2=O)CC1,6.82
Cc1cnc(Nc2ccc(N3C4CCC3COC4)cc2)nc1N1CCC2(CCNC2=O)CC1,7.55
Cc1cnc(Nc2ccc(N3CCC(N(C)CCCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,7.33
Cc1cnc(Nc2ccc(N3CCC(N(C)CCN4CCN(C)CC4)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,6.92
Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,7.09
Cc1cnc(Nc2ccc(N3CCC(N4CCOCC4)CC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,9.0
Cc1cnc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1Nc1ccc(C(=O)Nc2ccccc2N)cc1,8.23
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1cnn(CCC#N)c1,7.89
Cc1cnc(Nc2ccc(N3CCOC(C)C3)cc2)nc1N1CCC2(CCNC2=O)CC1,6.99
Cc1cnc(Nc2ccc(N3CCOCC3)c(F)c2)nc1N1CCC2(CCNC2=O)CC1,7.36
Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2c(o1)CCN(C(=O)CC#N)C2,8.29
Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cnn(CCC#N)c1,7.82
Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1N1CCC2(CCNC2=O)CC1,6.95
Cc1cnc(Nc2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c(F)c2)nc1-c1cnn(C(C)C)c1,7.39
Cc1cnc(Nc2ccc(OCCCCCCC(=O)NO)c(F)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,7.39
Cc1cnc(Nc2ccc(OCCCCCCC(=O)NO)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,7.57
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1N1CCC2(CCNC2=O)CC1,6.34
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1ccc(C(=O)NO)cc1,6.88
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1ccc(C(=O)Nc2ccccc2N)cc1,8.06
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,7.53
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc([S+]([O-])NC(C)(C)C)c1,7.02
Cc1cnc(Nc2ccc([N+](=O)[O-])cc2)nc1N1CCC2(CCNC2=O)CC1,8.4
Cc1cnc(Nc2ccc3c(c2)CCN(C(=O)/C=C/C(=O)c2ccccc2)C3)nc1-c1cnn(C(C)C)c1,7.33
Cc1cnc(Nc2ccc3c(c2)CCN(C(=O)/C=C/CN(C)C)C3)nc1-c1cnn(C(C)C)c1,7.38
Cc1cnc(Nc2ccc3c(c2)CCN(CC#N)C3)nc1-c1cnn(C(C)C)c1,7.37
Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C(C)C)c1,6.47
Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C2CCC2)c1,6.48
Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(CCC#N)c1,7.08
Cc1cnc(Nc2ccc3c(c2)CN(C(=O)/C=C/C(=O)c2ccccc2)CC3)nc1-c1cnn(C(C)C)c1,7.52
Cc1cnc(Nc2ccc3c(c2)CN(C(=O)/C=C/CN(C)C)CC3)nc1-c1cnn(C(C)C)c1,7.04
Cc1cnc(Nc2cccc(N3CCN(C)CC3)c2)nc1Nc1cccc(CO)c1,7.26
Cc1cnc(Nc2ccccc2)nc1-c1cnn(CCC#N)c1,7.3
Cc1cnc(Nc2ccccc2)nc1N1CCC2(CCNC2=O)CC1,6.92
Cc1cnc(Nc2cccnc2C)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,6.82
Cc1cnc(Nc2cccnc2F)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,7.33
Cc1cnc(Nc2ccncc2)nc1N1CCC2(CCNC2=O)CC1,6.39
Cc1cnc(Nc2cnn(C(C)C)c2)nc1N1CCC2(CCNC2=O)CC1,7.82
Cc1cnc(Nc2cnn(C(F)F)c2)nc1N1CCC2(CCNC2=O)CC1,7.43
Cc1cnc(Nc2cnn(C)c2)nc1-c1c[nH]c2ccccc12,7.15
Cc1cnc(Nc2cnn(C)c2)nc1-c1cnn(CCC#N)c1,7.92
Cc1cnc(Nc2cnn(C)c2)nc1-c1cnn([C@H](CC#N)C2CCCC2)c1,9.0
Cc1cnc(Nc2cnn(C)c2)nc1N1C2CCC1COC2,7.51
Cc1cnc(Nc2cnn(C)c2)nc1N1CC2CCCC(C1)N2CCC#N,8.7
Cc1cnc(Nc2cnn(C)c2)nc1N1CCC2(CC1)NC(=O)NC2=O,7.36
Cc1cnc(Nc2cnn(C)c2)nc1N1CCC2(CCNC2=O)CC1,7.41
Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(C(=O)CC#N)CC2C1,8.3
Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(S(C)(=O)=O)CC2C1,8.4
Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(c3ccc(C#N)cn3)CC2C1,9.0
Cc1cnc(Nc2cnn(C)c2)nc1NC1CCC2(CC1)CCN(C(=O)CC#N)C2,8.15
Cc1cnc(Nc2cnn(C)c2)nc1NC1CCC2(CC1)CCN(C(=O)CC#N)CC2,8.22
Cc1cnc(Nc2cnn(C)c2)nc1NC1CN(C(=O)CC#N)CC12CCCC2,7.96
Cc1cnc(Nc2cnn(C)c2)nc1NC1COC2C(O)COC12,7.11
Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,5.29
Cc1cnc2nc1-c1cccc(c1)COC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,6.0
Cc1cnc2nc1-c1cccc(c1)COCC=CCOCc1cc(ccc1OCCN1CCCC1)N2,6.0
Cc1cnc2nc1-c1ccnc(c1)OCC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,6.41
Cc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,9.0
Cc1cncc(Nc2cc(NC3CCN(c4ccc(C#N)cn4)CC3)c(C(N)=O)cn2)n1,8.72
Cc1cncc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)n1,8.05
Cc1cncc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)c1,7.8
Cc1cnccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,8.62
Cc1nc(-c2ccc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)cc3C(N)=O)cc2)no1,9.52
Cc1nc(C2CCCCC2)c2c3cc[nH]c3ncn12,6.64
Cc1nc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ccc1C#N,10.26
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,6.1
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,7.7
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1C1CCCN(C)C1,8.18
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1C1CCN(C)CC1,8.05
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1C1CCN(CN(C)C)CC1,8.13
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1C1CCOCC1,8.17
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1[C@@H]1CCCN(C)C1,8.59
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1[C@H]1CCCN(C)C1,8.26
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1[C@H]1CC[C@H](CO)CC1,8.14
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1[C@H]1CC[C@H](N(C)C)CC1,7.78
Cc1nc2cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc3c2n1[C@H]1CC[C@H](O)CC1,8.0
Cc1nc2cnc3ccc(-c4cc(F)c(O)c(Cl)c4)cc3c2n1C1CCN(C)CC1,7.92
Cc1nc2cnc3ccc(-c4cc(F)c(O)c(F)c4)cc3c2n1C1CCN(C)CC1,7.71
Cc1nc2cnc3ccc(-c4ccc(O)c(C#N)c4)cc3c2n1C1CCN(C)CC1,6.63
Cc1nc2cnc3ccc(-c4ccc(O)c(Cl)c4)cc3c2n1C1CCN(C)CC1,7.37
Cc1nc2cnc3ccc(-c4ccc(O)c(F)c4)cc3c2n1C1CCN(C)CC1,7.52
Cc1nc2cnc3ccc(-c4ccc(O)cc4)cc3c2n1C1CCN(C)CC1,6.25
Cc1nc2cnc3ccc(-c4ccc(O)cc4Cl)cc3c2n1C1CCN(C)CC1,6.41
Cc1nc2cnc3ccc(-c4ccc(O)cc4F)cc3c2n1C1CCN(C)CC1,6.63
Cc1ncc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)s1,9.0
Cc1ncc(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)s1,9.0
Cc1ncc(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)s1,8.3
Cc1ncc(S(=O)(=O)N[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)s1,8.34
Cc1nccc(Nc2cc(NC3CCN(c4ccc(C#N)cc4)CC3)c(C(N)=O)cn2)n1,8.38
Cc1nccc(Nc2cc(NC3CCN(c4ccc(C#N)cn4)CC3)c(C(N)=O)cn2)n1,8.27
Cc1nccc(Nc2cc(N[C@@H]3CCN(c4ccc(C#N)cn4)C[C@@H]3F)c(C(N)=O)cn2)n1,9.62
Cc1ncccc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,8.05
Cc1ncnc2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc12,8.71
Cc1ncncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,7.89
Cc1ncoc1CN1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,9.22
Cc1nn(C)c(C)c1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C(C)(C)C#N)C[C@H]3C)c2n1,8.15
Cc1nn(C)c(C)c1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C4(C#N)CC4)C[C@H]3C)c2n1,8.96
Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C(C)(C)C#N)C[C@H]3C)c2n1,8.01
Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C4(C#N)CC4)C[C@H]3C)c2n1,9.22
Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(c4ncc(C#N)cn4)C[C@H]3C)c2n1,8.48
Cc1nn(C)cc1Nc1ncc(Cl)c(NC2CC3CN(C(=O)CC#N)CC3C2)n1,8.7
Cc1nn(C)cc1Nc1ncc(Cl)c(NC2CCC3(CC2)CCN(C(=O)CC#N)CC3)n1,7.8
Cc1nn(CC2CC2)nc1-c1ncnc2[nH]ccc12,6.35
Cc1nn(CCCC#N)nc1-c1ncnc2[nH]ccc12,7.14
Cc1nn(CCCC(F)(F)F)nc1-c1ncnc2[nH]ccc12,7.09
Cc1nn(CCCCC#N)nc1-c1ncnc2[nH]ccc12,6.86
Cc1nn(CCCCCC#N)nc1-c1ncnc2[nH]ccc12,6.73
Cc1nnc(C2CCCN(S(=O)(=O)C[C@H]3CC[C@H](N(C)c4ncnc5[nH]ccc45)CC3)C2)o1,8.01
Cc1nnc(C2CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC2)o1,7.92
Cc1nnc(C2CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC2)s1,7.74
Cc1noc(-c2ccc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)cc3C(N)=O)cc2)n1,9.7
Cc1noc(-c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)cc3C(N)=O)cc2)n1,8.4
Cc1noc(C)c1-c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,8.0
